,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
74,2-s2.0-85135264199,10.1080/23737484.2022.2106325,,,Naive Bayes using the expectation-maximization algorithm for reject inference,ar,Article,Anderson B.,60007056,University of Missouri-Kansas City,Kansas City,United States,1,"Anderson, Billie",23967779600,60007056,2022-01-01,2022,Communications in Statistics Case Studies Data Analysis and Applications,,21100948959,23737484,Journal,8,3,,484-504,"In the last several years, there has been significant research in applying semi-supervised machine learning models to the reject inference problem. When a financial institution wants to build a model to predict the default of credit applicants, the institution only has a known good/bad outcome loan status for the accepted applicants; this causes an inherent bias in the model. Reject inference is used to infer the good or bad loan status of credit applicants that were rejected by a financial institution. This paper presents a reject inference technique in which a semi-supervised framework is developed using a Naive Bayes model. The framework uses the expectation-maximization (EM) algorithm to incorporate rejected applicants into the parameter estimation of the model using a bootstrapping approach. The proposed method has an advantage over traditional reject inference methods because the rejected applicant data will participate in the estimation of the model parameters, thus avoiding the extrapolation problem. The Naive Bayes model using the EM algorithm is compared to logistic regression and several semi-supervised techniques.",Credit scoring | expectation-maximization algorithm | feature binning | Naive Bayes | reject inference | semi-supervised algorithm,0,0,,,,undefined,
75,2-s2.0-85134328984,10.1007/s11146-022-09915-y,,,Accounting for Spatial Autocorrelation in Algorithm-Driven Hedonic Models: A Spatial Cross-Validation Approach,ar,Article,Deppner J.,60030807;118050390,Universität Regensburg;PATRIZIA Immobilien AG,Regensburg;Augsburg,Germany;Germany,2,"Deppner, Juergen;Cajias, Marcelo",57807736800;55325401300,60030807;60030807-118050390,2022-01-01,2022,Journal of Real Estate Finance and Economics,08955638,23582,1573045X,Journal,,,,,"Data-driven machine learning algorithms have initiated a paradigm shift in hedonic house price and rent modeling through their ability to capture highly complex and non-monotonic relationships. Their superior accuracy compared to parametric model alternatives has been demonstrated repeatedly in the literature. However, the statistical independence of the data implicitly assumed by resampling-based error estimates is unlikely to hold in a real estate context as price-formation processes in property markets are inherently spatial, which leads to spatial dependence structures in the data. When performing conventional cross-validation techniques for model selection and model assessment, spatial dependence between training and test data may lead to undetected overfitting and overoptimistic perception of predictive power. This study sheds light on the bias in cross-validation errors of tree-based algorithms induced by spatial autocorrelation and proposes a bias-reduced spatial cross-validation strategy. The findings confirm that error estimates from non-spatial resampling methods are overly optimistic, whereas spatially conscious techniques are more dependable and can increase generalizability. As accurate and unbiased error estimates are crucial to automated valuation methods, our results prove helpful for applications including, but not limited to, mass appraisal, credit risk management, portfolio allocation and investment decision making.",Automated valuation models | Hedonic modeling | Machine learning | Mass appraisal | Spatial autocorrelation | Spatial cross-validation,2,1,repositoryvor,Green,,undefined,
76,2-s2.0-85131711853,10.1109/TKDE.2022.3179025,,,RMT-Net: Reject-aware Multi-Task Network for Modeling Missing-not-at-random Data in Financial Credit Scoring,ar,Article,Liu Q.,60121285;60018486;60015481,Ant group;Institute of Automation Chinese Academy of Sciences;University of Washington,Hangzhou;Beijing;Seattle,China;China;United States,7,"Liu, Qiang;Luo, Yingtao;Wu, Shu;Zhang, Zhen;Yue, Xiangnan;Jin, Hong;Wang, Liang",56818103100;57219473950;36245362600;57735552800;57735719800;57725139000;57218666547,60018486;60015481;60018486;60121285;60121285;60121285;60018486,2022-01-01,2022,IEEE Transactions on Knowledge and Data Engineering,10414347,17362,15582191,Journal,,,,,"In financial credit scoring, loan applications may be approved or rejected. We can only observe default/non-default labels for approved samples but have no observations for rejected samples, which leads to missing-not-at-random selection bias. Machine learning models trained on such biased data are inevitably unreliable. In this work, we find that the default/non-default classification task and the rejection/approval classification task are highly correlated, according to both real-world data study and theoretical analysis. Consequently, the learning of default/non-default can benefit from rejection/approval. Accordingly, we for the first time propose to model the biased credit scoring data with Multi-Task Learning (MTL). Specifically, we propose a novel Reject-aware Multi-Task Network (RMT-Net), which learns the task weights that control the information sharing from the rejection/approval task to the default/non-default task by a gating network based on rejection probabilities. RMT-Net leverages the relation between the two tasks that the larger the rejection probability, the more the default/non-default task needs to learn from the rejection/approval task. Furthermore, we extend RMT-Net to RMT-Net++ for modeling scenarios with multiple rejection/approval strategies. Extensive experiments are conducted on several datasets, and strongly verifies the effectiveness of RMT-Net on both approved and rejected samples. In addition, RMT-Net++ further improves RMT-Net's performances.",Biological system modeling | Computational modeling | Credit scoring | Data models | default prediction | missing-not-at-random | multi-task learning | Multitasking | reject inference | Support vector machines | Task analysis | Training,2,0,repositoryam,Green,,undefined,
77,2-s2.0-85131229127,10.1080/00014788.2022.2063104,,,How do bank managers forecast the future in the shadow of the past? An examination of expected credit losses under IFRS 9,ar,Article,Du N.,60026860;60017293,DePaul University;Università degli Studi di Napoli Federico II,Chicago;Naples,United States;Italy,3,"Du, Ning;Allini, Alessandra;Maffei, Marco",26662902700;56663289900;55790188500,60026860;60017293;60017293,2022-01-01,2022,Accounting and Business Research,00014788,28034,21594260,Journal,,,,,"One of the most significant changes under IFRS 9 is the shift to considering and incorporating forward-looking information to forecast expected credit losses (ECL). This study aims to understand how bank managers incorporate forward-looking information, such as future economic projections, in assessing significant credit risk deterioration, and how bank managers evaluate the reasonableness of different forecast horizons in order to project lifetime ECL. We conducted an experiment with 72 bank managers. Our results reveal that bank managers are reluctant to incorporate good news when historical information indicates a high default risk and potentially large credit loss, and that their ECL estimates are influenced by the upward or downward shift in the forecasted losses. We view these results as consistent with the unconditional conservatism of the new ECL model.",cognitive biases | expected credit loss | forecast horizon | IFRS 9,1,0,,,,undefined,
78,2-s2.0-85130833025,10.1109/ACCESS.2022.3177783,,,Model-Agnostic Counterfactual Explanations in Credit Scoring,ar,Article,Dastile X.,60080184;60029738;60016218,"Universitetet i Agder;Queen's University Belfast;University of the Witwatersrand, Johannesburg",Kristiansand;Belfast;Johannesburg,Norway;United Kingdom;South Africa,3,"Dastile, Xolani;Celik, Turgay;Vandierendonck, Hans",57216042402;35101499300;6602259515,60016218;60016218-60080184;60029738,2022-01-01,2022,IEEE Access,,21100374601,21693536,Journal,10,,,69543-69554,"The past decade has shown a surge in the use and application of machine learning and deep learning models across various domains. One such domain is credit scoring, where applicants are scored to assess their creditworthiness for loan applications. It is essential to ensure that no biases or discriminations are incurred during the scoring process. Most machine learning and deep learning models are prone to unintended bias and discrimination in the datasets. Therefore, it is imperative to explain each prediction from the models during the scoring process to avoid the element of model bias and discrimination. Our study proposes a novel optimization formulation that generates sparse counterfactual explanations via a custom genetic algorithm to explain the black-box model's predictions. We evaluated the efficacy of the proposed method on publicly available credit scoring datasets by comparing the counterfactual explanations generated by the proposed method with explanations from credit scoring experts. The proposed counterfactual explanation method does not only explain rejected loan applications but also can be used to explain approved loan applications.",counterfactual explanation | Credit scoring | explainable AI | genetic algorithm | machine learning,2,1,repositoryvor,Green,,undefined,
79,2-s2.0-85130569971,10.1155/2022/2348084,,,Marketing System Construction and Risk Analysis Based on Random Forest of Machine Learning,ar,Article,Wang K.,60084619;106542060,University of Science and Technology Liaoning;Shenyang City University,Anshan;Shenyang,China;China,2,"Wang, Kai;Wang, Na",57206722479;58264159500,106542060;60084619,2022-01-01,2022,Wireless Communications and Mobile Computing,15308669,17543,15308677,Journal,2022,,2348084,,"This paper analyses the innovative marketing model of enterprises in the new era from the perspective of the characteristics of enterprises and the problems of innovative marketing strategies and puts forward solution strategies and suggestions to provide reference for enterprises to get faster and better development in the new era. Based on the connotation of credit in the random forest, this paper follows the principles of science, standardization, fairness, and objectivity, draws on various credit factor analysis methods and famous credit scoring systems (such as FICO and Sesame Credit), closely links with relevant government and enterprise policy documents, combines with the actual situation of enterprise market, and finally builds a credit factor from three aspects of enterprise market: foundation, marketing, and monopoly. The credit index system consists of 3 primary indicators, 10 secondary indicators, and 22 tertiary indicators.",,0,1,publisherfullgold,Gold,,undefined,
80,2-s2.0-85130025056,10.1177/1471082X221092181,,,On Lasso and adaptive Lasso for non-random sample in credit scoring,ar,Article,Ogundimu E.O.,60022175,Durham University,Durham,United Kingdom,1,"Ogundimu, Emmanuel O.",56539943500,60022175,2022-01-01,2022,Statistical Modelling,1471082X,144935,14770342,Journal,,,,,"Prediction models in credit scoring are often formulated using available data on accepted applicants at the loan application stage. The use of this data to estimate probability of default (PD) may lead to bias due to non-random selection from the population of applicants. That is, the PD in the general population of applicants may not be the same with the PD in the subpopulation of the accepted applicants. A prominent model for the reduction of bias in this framework is the sample selection model, but there is no consensus on its utility yet. It is unclear if the bias-variance trade- off of regularization techniques can improve the predictions of PD in non-random sample selection setting. To address this, we propose the use of Lasso and adaptive Lasso for variable selection and optimal predictive accuracy. By appealing to the least square approximation of the likelihood function of sample selection model, we optimize the resulting function subject to L1 and adaptively weighted L1 penalties using an efficient algorithm. We evaluate the performance of the proposed approach and competing alternatives in a simulation study and applied it to the well-known American Express credit card dataset.",Adaptive Lasso | bivariate copula | credit risk | Heckman model | non-random selection | reject inference,0,1,repositoryam,Green,,undefined,
81,2-s2.0-85128321790,10.1007/s10479-022-04692-6,,,Multicriteria interpretability driven deep learning,ar,Article,Repetto M.,60012306;127335059,Università degli Studi di Milano-Bicocca;Digital Indutries,Milan;Milan,Italy;Italy,1,"Repetto, Marco",57211782627,127335059-60012306,2022-01-01,2022,Annals of Operations Research,02545330,23090,15729338,Journal,,,,,"Deep Learning methods are well-known for their abilities, but their interpretability keeps them out of high-stakes situations. This difficulty is addressed by recent model-agnostic methods that provide explanations after the training process. As a result, the current guidelines’ requirement for “interpretability from the start” is not met. As a result, such methods are only useful as a sanity check after the model has been trained. In an abstract scenario, “interpretability from the start” implies imposing a set of soft constraints on the model’s behavior by infusing knowledge and eliminating any biases. By inserting knowledge into the objective function, we present a Multicriteria technique that allows us to control the feature effects on the model’s output. To accommodate for more complex effects and local lack of information, we enhance the method by integrating particular knowledge functions. As a result, a Deep Learning training process that is both interpretable and compliant with modern legislation has been developed. Our technique develops performant yet robust models capable of overcoming biases resulting from data scarcity, according to a practical empirical example based on credit risk.",Artificial intelligence | Deep learning | Machine learning | Multicriteria optimization | Multiple objective programming,5,1,repositoryam,Green,,undefined,
82,2-s2.0-85126261208,10.1007/978-3-030-96957-8_30,,,The Need for Transparent Demographic Group Trade-Offs in Credit Risk and Income Classification,cp,Conference Paper,Balashankar A.,60021784;60006191,New York University;Google LLC,New York;Mountain View,United States;United States,2,"Balashankar, Ananth;Lees, Alyssa",56081733100;9037317200,60006191-60021784;60006191,2022-01-01,2022,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,25674,16113349,Book Series,13192 LNCS,,,344-354,"Prevalent methodology towards constructing fair machine learning (ML) systems, is to enforce a strict equality metric for demographic groups based on protected attributes like race and gender. While definitions of fairness in philosophy are varied, mitigating bias in ML classifiers often relies on demographic parity-based constraints across sub-populations. However, enforcing such constraints blindly can lead to undesirable trade-offs between group-level accuracy if groups possess different underlying sampled population metrics, an occurrence that is surprisingly common in real-world applications like credit risk and income classification. Similarly, attempts to relax hard constraints may lead to unintentional degradation in classification performance, without benefit to any demographic group. In these increasingly likely scenarios, we make the case for transparent human intervention in making the trade-offs between the accuracies of demographic groups. We propose that transparency in trade-offs between demographic groups should be a key tenet of ML design and implementation. Our evaluation demonstrates that a transparent human-in-the-loop trade-off technique based on the Pareto principle increases both overall and group-level accuracy by 9.5% and 9.6% respectively, in two commonly explored UCI datasets for credit risk and income classification.",,0,0,,,,undefined,
83,2-s2.0-85126203269,,,,"17th International Conference on Information for a Better World: Shaping the Global Future, iConference 2022",cr,Conference Review,,,,,,,,,,2022-01-01,2022,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,25674,16113349,Book Series,13193 LNCS,,,,"The proceedings contain 61 papers. The special focus in this conference is on Information for a Better World: Shaping the Global Future. The topics include: Planning and Running a Low-Contact UX Design Workshop During the Pandemic: Challenges and Design Implications; selling Political Data: How Political Ad Tech Firms’ Discourses Legitimate Microtargeting; testing the Keystone Framework by Analyzing Positive Citations to Wakefield’s 1998 Paper; elapsed Collective Memory: Looking for the Forgotten Classic Works in Library and Information Science; the Rural Information Penalty; contextual Perceptions of Feminine-, Masculine- and Gender-Ambiguous-Sounding Conversational Agents; folk Theories and User Strategies on Dating Apps: How Users Understand and Manage Their Experience with Algorithmic Matchmaking; an Ensemble Framework for Dynamic Character Relationship Sentiment in Fiction; data Capitalism, Microsoft’s Planetary Computer, and the Biodiversity Informatics Community; the Need for Transparent Demographic Group Trade-Offs in Credit Risk and Income Classification; controversial ‘Black Legend’ Concept as Misinformation or Disinformation Related to History: Where Do We Go from Here in 21st Century Information Field?; facial Recognition Interaction in a University Setting: Impression, Reaction, and Decision-Making; flexibility, Occupation and Gender: Insights from a Panel Study of Online Freelancers; impartial Predictive Modeling and the Use of Proxy Variables; XCoref: Cross-document Coreference Resolution in the Wild; a Higher Purpose: Towards a Social Justice Informatics Research Framework; a Brief Typology of Time: Temporal Structuring and Dissonance in Service Provision for People Experiencing Homelessness; an Annotation Schema for the Detection of Social Bias in Legal Text Corpora; Tensions Between Intellectual Property Law and Freedom of Expression: A UK Perspective; preface; identifying Machine-Paraphrased Plagiarism.",,0,0,,,,undefined,
84,2-s2.0-85126177398,,,,"17th International Conference on Information for a Better World: Shaping the Global Future, iConference 2022",cr,Conference Review,,,,,,,,,,2022-01-01,2022,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,25674,16113349,Book Series,13192 LNCS,,,,"The proceedings contain 61 papers. The special focus in this conference is on Information for a Better World: Shaping the Global Future. The topics include: Planning and Running a Low-Contact UX Design Workshop During the Pandemic: Challenges and Design Implications; selling Political Data: How Political Ad Tech Firms’ Discourses Legitimate Microtargeting; testing the Keystone Framework by Analyzing Positive Citations to Wakefield’s 1998 Paper; elapsed Collective Memory: Looking for the Forgotten Classic Works in Library and Information Science; the Rural Information Penalty; contextual Perceptions of Feminine-, Masculine- and Gender-Ambiguous-Sounding Conversational Agents; folk Theories and User Strategies on Dating Apps: How Users Understand and Manage Their Experience with Algorithmic Matchmaking; an Ensemble Framework for Dynamic Character Relationship Sentiment in Fiction; data Capitalism, Microsoft’s Planetary Computer, and the Biodiversity Informatics Community; the Need for Transparent Demographic Group Trade-Offs in Credit Risk and Income Classification; controversial ‘Black Legend’ Concept as Misinformation or Disinformation Related to History: Where Do We Go from Here in 21st Century Information Field?; facial Recognition Interaction in a University Setting: Impression, Reaction, and Decision-Making; flexibility, Occupation and Gender: Insights from a Panel Study of Online Freelancers; impartial Predictive Modeling and the Use of Proxy Variables; XCoref: Cross-document Coreference Resolution in the Wild; a Higher Purpose: Towards a Social Justice Informatics Research Framework; a Brief Typology of Time: Temporal Structuring and Dissonance in Service Provision for People Experiencing Homelessness; an Annotation Schema for the Detection of Social Bias in Legal Text Corpora; Tensions Between Intellectual Property Law and Freedom of Expression: A UK Perspective; preface; identifying Machine-Paraphrased Plagiarism.",,0,0,,,,undefined,
85,2-s2.0-85126117602,10.1155/2022/4060256,,,Digital Universal Financial Credit Risk Analysis Using Particle Swarm Optimization Algorithm with Structure Decision Tree Learning-Based Evaluation Model,ar,Article,Tian J.,60108803,Wuhan Donghu University,Wuhan,China,2,"Tian, Juanjuan;Li, Li",57483499300;57194158031,60108803;60108803,2022-01-01,2022,Wireless Communications and Mobile Computing,15308669,17543,15308677,Journal,2022,,4060256,,"Predictions of credit risk, model reliability, monitoring, and efficient loan processing are all important factors in decision-making and transparency. Machine learning method is providing these people new hope. However, it is up to banking or nonbanking institutions to determine how they will implement this advanced method in order to decrease human biases in loan decision-making. Objective. This paper proposed the novel machine learning-based credit risk analysis in the digital banking evaluation model. The purpose of this research is to compare various ML algorithms in order to develop an accurate model for credit risk assessment utilising data from a genuine credit registry dataset. Aim is to design the classification-based model using particle swarm optimization (PSO) algorithm with structure decision tree learning (SDTL) in predicting credit risk. This system has the potential to improve quality criteria such as dependability, robustness, extensibility, and scalability. Features have been extracted and classified by the proposed PSO_SL model. Experimental Results. The data have been collected based on real time for credit analysis. Simulation is carried out in Python and optimal results are obtained in comparative analysis with existing techniques. The accuracy obtained by proposed technique is enhanced and the error rate of the design is minimized.",,1,1,publisherfullgold,Gold,,undefined,
86,2-s2.0-85124218098,,,,Empirical Risk Minimization under Random Censorship,ar,Article,Ausset G.,60116488;60028238,Institut Polytechnique de Paris;ENSAI Ecole Nationale de la Statistique et de lAnalyse de lInformation,Palaiseau;Bruz,France;France,3,"Ausset, Guillaume;Clémençon, Stephan;Portier, François",57219623283;6508167584;55444373400,60116488;60116488;60028238,2022-01-01,2022,Journal of Machine Learning Research,15324435,20969,15337928,Journal,23,,,,"We consider the classic supervised learning problem where a continuous non-negative random label Y (e.g. a random duration) is to be predicted based upon observing a random vector X valued in Rd with d ≥ 1 by means of a regression rule with minimum least square error. In various applications, ranging from industrial quality control to public health through credit risk analysis for instance, training observations can be right censored, meaning that, rather than on independent copies of (X, Y ), statistical learning relies on a collection of n ≥ 1 independent realizations of the triplet (X, min{Y, C}, δ), where C is a nonnegative random variable with unknown distribution, modelling censoring and δ = I{Y ≤ C} indicates whether the duration is right censored or not. As ignoring censoring in the risk computation may clearly lead to a severe underestimation of the target duration and jeopardize prediction, we consider a plug-in estimate of the true risk based on a Kaplan-Meier estimator of the conditional survival function of the censoring C given X, referred to as Beran risk, in order to perform empirical risk minimization. It is established, under mild conditions, that the learning rate of minimizers of this biased/weighted empirical risk functional is of order (Formula Presented) when ignoring model bias issues inherent to plug-in estimation, as can be attained in absence of censoring. Beyond theoretical results, numerical experiments are presented in order to illustrate the relevance of the approach developed.",Censored data | Empirical risk minimization | Statistical learning theory | Survival data analysis | U-processes,1,0,,,,undefined,
87,2-s2.0-85123439604,10.1007/978-3-030-93842-0_6,,,Exploring Explainable AI in the Financial Sector: Perspectives of Banks and Supervisory Authorities,cp,Conference Paper,Kuiper O.,60104569;60102259,Utrecht University of Applied Sciences;De Nederlandsche Bank,Utrecht;Amsterdam,Netherlands;Netherlands,4,"Kuiper, Ouren;van den Berg, Martin;van der Burgt, Joost;Leijnen, Stefan",57197795607;7201697066;57343041500;57218950781,60104569;60104569;60102259;60104569,2022-01-01,2022,Communications in Computer and Information Science,18650929,17700155007,18650937,Book Series,1530 CCIS,,,105-119,"Explainable artificial intelligence (xAI) is seen as a solution to making AI systems less of a “black box”. It is essential to ensure transparency, fairness, and accountability – which are especially paramount in the financial sector. The aim of this study was a preliminary investigation of the perspectives of supervisory authorities and regulated entities regarding the application of xAI in the financial sector. Three use cases (consumer credit, credit risk, and anti-money laundering) were examined using semi-structured interviews at three banks and two supervisory authorities in the Netherlands. We found that for the investigated use cases a disparity exists between supervisory authorities and banks regarding the desired scope of explainability of AI systems. We argue that the financial sector could benefit from clear differentiation between technical AI (model) explainability requirements and explainability requirements of the broader AI system in relation to applicable laws and regulations.",Artificial intelligence | Explainable AI | Financial sector,4,0,repositoryam,Green,,undefined,
88,2-s2.0-85122824000,10.1080/23322039.2021.2023262,,,Artificial intelligence and bank credit analysis: A review,ar,Article,Sadok H.,60113238;60074315;60019337,Hamdan Bin Mohammed Smart University;Abu Dhabi University;Mohammed V University in Rabat,Dubai;Abu Dhabi;Rabat,United Arab Emirates;United Arab Emirates;Morocco,3,"Sadok, Hicham;Sakka, Fadi;El Maknouzi, Mohammed El Hadi",55030069000;57221234630;57205599237,60019337;60113238;60074315,2022-01-01,2022,Cogent Economics and Finance,,21100814032,23322039,Journal,10,1,2023262,,"This article teases out the ramifications of artificial intelligence (AI) use in the credit analysis process by banks and other financing institutions. The unique features of AI models, coupled with the expansion of computing power, make new sources of information (big data) available for creditworthiness assessments. Combined, the use of AI and big data can capture weak signals, whether in the form of interactions or non-linearities between explanatory variables that appear to yield prediction improvements over conventional measures of creditworthiness. At the macroeconomic level, this translates into positive estimates for economic growth. On a micro scale, instead, the use of AI in credit analysis improves financial inclusion and access to credit for traditionally underserved borrowers. However, AI-based credit analysis processes raise enduring concerns due to potential biases and ethical, legal, and regulatory problems. These limits call for the establishment of a new generation of financial regulation introducing the certification of AI algorithms and of data used by banks.",Artificial intelligence | big data | credit analysis | credit scoring | regulation,13,1,publisherfullgold,Gold,,undefined,
89,2-s2.0-85089028558,10.1080/01605682.2020.1800418,,,On maximum likelihood estimation of competing risks using the cause-specific semi-parametric Cox model with time-varying covariates–An application to credit risk,ar,Article,Thackham M.,60019544,Macquarie University,Sydney,Australia,2,"Thackham, Mark;Ma, Jun",57204424355;36078597000,60019544;60019544,2022-01-01,2022,Journal of the Operational Research Society,01605682,22236,14769360,Journal,73,1,,5-14,"Credit-granting institutions need to estimate the probability of loan default, which represents the chance a customer fails to make repayments as promised. Critically this estimation is intertwined with the competing risk a customer fully repays their loan while also having key predictive drivers with values that change over time. A conventional model in this setting is a competing risks Cox Model with time-varying covariates. However partial likelihood estimation of this model has two shortcomings: (1) the baseline hazard is not estimated, so calculating probabilities requires a further estimation step; and (2) a covariance matrix for both regression coefficients and the baseline hazard is not produced. This paper caters for these shortcomings by devising a maximum likelihood technique to jointly estimate regression coefficients and the cause-specific baseline hazards using constrained optimisation to ensure the latter’s non-negativity. We show via simulation our technique produces regression coefficients estimates with lower bias in small samples with heavy censoring. When applied to a real-world credit risk dataset consisting of home loan data our Maximum Likelihood approach produces a smoother estimate of the cause-specific baseline hazards for default and redemption than those obtained using the Partial Likelihood and Breslow approach. This provides better clarity of the shape of these functions through both a less volatile central estimate as well as quantifying the error of this central estimate. We implement our method in R.",Competing risk cause specific Cox models | constrained maximum likelihood optimisation | credit risk | time-varying covariates,4,0,repositoryam,Green,,undefined,
90,2-s2.0-85119040534,10.3390/risks9110192,,,Machine learning (Ml) technologies for digital credit scoring in rural finance: a literature review,re,Review,Kumar A.,127212218;127211531;126364721,SkyzHotech Solutions Pvt. Ltd.;Doctor of Business Administration (DBA);Sydney International School of Technology and Commerce,Bengaluru;Mumbai;Sydney,India;India;Australia,3,"Kumar, Anil;Sharma, Suneel;Mahdavi, Mehregan",57214420643;57208437753;57338459500,127211531;127212218;126364721,2021-11-01,November 2021,Risks,,21100886347,22279091,Journal,9,11,192,,"Rural credit is one of the most critical inputs for farm production across the globe. Despite so many advances in digitalization in emerging and developing economies, still a large part of society like small farm holders, rural youth, and women farmers are untouched by the mainstream of banking transactions. Machine learning-based technology is giving a new hope to these individuals. However, it is the banking or non-banking institutions that decide how they will adopt this advanced technology, to have reduced human biases in loan decision making. Therefore, the scope of this study is to highlight the various AI-ML-based methods for credit scoring and their gaps currently in practice by banking or non-banking institutions. For this study, systematic literature review methods have been applied; existing research articles have been empirically reviewed with an attempt to identify and compare the best fit AI-ML-based model adopted by various financial institutions worldwide. The main purpose of this study is to present the various ML algorithms highlighted by earlier researchers that could be fit for a credit assessment of rural borrowers, particularly those who have no or inadequate loan history. However, it would be interesting to recognize further how the financial institutions could be able to blend the traditional and digital methods successfully without any ethical challenges.",Artificial intelligence (AI) | Credit score | Digital credit scoring | Machine learning (ML) | Micro lending | Rural finance,12,1,publisherfullgold,Gold,,undefined,
91,2-s2.0-85110525421,10.4018/JOEUC.20211101.oa13,,,An enhanced cascading model for E-commerce consumer credit default prediction,ar,Article,Hou J.,60021751;60010080;112839068,Wuyi University;Nanjing University of Science and Technology;Nanjing Institute of Industry Technology,Wuyishan;Nanjing;Nanjing,China;China;China,4,"Hou, Jun;Li, Qianmu;Liu, Yaozong;Zhang, Sainan",36245182600;8231309800;43561457300;57205692007,112839068;60010080;60021751;60010080,2021-11-01,November-December 2021,Journal of Organizational and End User Computing,15462234,15492,15465012,Journal,33,6,,,"As an important global policy guide to promote economic transformation and upgrading, the upsurge of e-commerce has been upgraded with continuous breakthroughs in information technology. In recent years, China's e-commerce consumer credit has developed well, but due to its short time of production and insufficient experience for reference, credit risk, fraud risk, and regulatory risk continue to emerge. Aiming at the problem of e-commerce consumer credit default analysis, this paper proposes a fusion-enhanced cascade model (FECM). This model learns feature data of credit data by fusing multi-granularity modules and incorporates random forest and GBDT trade-off variance and bias methods. The paper compares FECM and gcForest on multiple data sets to prove the applicability of FECM in the field of e-commerce credit default prediction. The research results of this paper are helpful to the risk control of financial development and to construct a relatively stable financial space for promoting the construction and development of e-commerce.",Characteristics of Credit Data | Consumer E-Commerce | Credit Default Forecast | E-Commerce | Enhance Fusion Cascade | GBDT | Multi-Granularity Module | Random Forest,12,1,publisherfree2read,Bronze,,84365,Fundamental Research Funds for the Central Universities
92,2-s2.0-85118472002,10.1109/AFRICON51333.2021.9570906,,,Investigating statistical and machine learning techniques to improve the credit approval process in developing countries,cp,Conference Paper,Lusinga M.,60021902;60016218,"University of Pretoria;University of the Witwatersrand, Johannesburg",Pretoria;Johannesburg,South Africa;South Africa,4,"Lusinga, Moses;Mokoena, Tshepiso;Modupe, Abiodun;Mariate, Vukosi",57321722000;57200145634;55001766500;57322189900,60021902;60016218;60021902;60021902,2021-09-13,13 September 2021,IEEE AFRICON Conference,21530025,88865,21530033,Conference Proceeding,2021-September,,,,"The implementation of machine learning models that lie at the heart of traditional financial institutions like banks has primarily remained a ""black box"". Techniques such as extreme gradient boosting, random forest and support vector machines are challenging to interpret. This restricts the commercial application of these techniques as they lack transparency and often hide potential biases inherited by the machine learning algorithms. Ultimately, this further limits the ability of these techniques to assess an individual's ability to pay for a loan. The biases lead to credit applications being rejected or individuals being offered ""unfair""credit terms based on their credit risk. Recently there have been attempts to predict credit default risk in literature. However, the majority of studies are conducted using data from developed countries, where most individuals are banked and data is complete. Therefore, this study aims to investigate and compare statistical classification techniques and machine learning techniques, with the focus being on interpreting the results and explaining which features contribute to the credit approval processes that may excel in both developed and developing countries. To achieve this goal, we explored three datasets from FinTech organisations, namely Home Credit, Xente, and Super Lender. Two of the datasets are from Uganda and Nigeria (developing countries in Africa) and one from the USA (a developed country in North America). We adopted Shapley Additive exPlanation (SHAP) to interpret the models. Using SHAP, we identified that for all three datasets, the external ratings, total due and loan duration increase the likelihood of an individual defaulting on a loan. Additionally, we also found that the tree-based algorithms, particularly the extreme gradient boosting algorithm outperforms logistic regression, random forest and other statistical learning techniques.",Credit risk | Developing countries | Finance | Financial technology | Interpretability | Machine learning,2,0,,,,undefined,
93,2-s2.0-85142062774,10.1093/jfr/fjab007,,,The Rise and Fall of Dagong Global Credit Rating Agency: A Geopolitical Challenge for the Rating Industry,ar,Article,Bush C.,60026479,University of Exeter,Exeter,United Kingdom,1,"Bush, Chunping",57301453100,60026479,2021-09-01,1 September 2021,Journal of Financial Regulation,20534833,21100927225,20534841,Journal,7,2,,319-324,"Dagong Global Credit Rating Agency (Dagong) was originally branded as a Chinese national representative credit rating agency. Its international expansion in the US and the EU, in order to challenge the biggest international credit rating agencies, was unsuccessful and achieved little of significance. Dagong's business suffered a complete halt because of a one-year suspension by the Chinese financial regulators. Its ratings heeded China's geopolitical interest and China's strategic plans of economic development rather than signalling the credit risks of debt instruments. Dagong's ratings had a significant political bias towards countries which were China's economic and political allies or supplied raw materials to China. Dagong officially became a state-owned credit rating agency following a reconstruction by the Chinese state in 2019. This article concludes that this new ownership may exacerbate the geopolitical characteristics of Dagong and poses a challenge to the international financial market.",geopolitical bias | rating agencies,0,1,publisherhybridgold,Hybrid Gold,,undefined,University of Surrey
