,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
20,2-s2.0-84991781031,10.1007/s11009-016-9525-4,,,Credit Risk in an Economy with New Firms Arrivals,ar,Article,Centanni S.,60032256;60018783,Università degli Studi di Verona;Università degli Studi dell'Aquila,Verona;L'Aquila,Italy;Italy,3,"Centanni, Silvia;Oliva, Immacolata;Tardelli, Paola",14043178200;25958754100;7801598041,60032256;60032256;60018783,2017-09-01,1 September 2017,Methodology and Computing in Applied Probability,13875841,144816,15737713,Journal,19,3,,891-912,"We propose a dynamic model to analyze the credit quality of firms. In the market in which they operate, the firms are divided into a finite number of classes representing their credit status. The cardinality of the population can increase, since new firms can enter the market and the partition is supposed to change over time, due to defaults and changes in credit quality, following a class of Markov processes. Some conditional probabilities related to default times are investigated and the role of occupation numbers is highlighted in this context. In a partial information setting at discrete time, we present a particle filtering technique to numerically compute by simulation the conditional distribution of the number of firms in the credit classes, given the information up to time t.",Credit risk | Default correlation | Heterogeneous populations | Particle filter,2,0,,,,undefined,
21,2-s2.0-85051316884,10.1002/9781119415084,,,Semi-Markov Migration Models for Credit Risk,bk,Book,D'Amico G.,,,,,4,"D'Amico, Guglielmo;Di Biase, Giuseppe;Janssen, Jacques;Manca, Raimondo",12752086900;55884269500;7202776646;6602264274,,2017-05-30,30 May 2017,Semi-Markov Migration Models for Credit Risk,,21100872261,,Book,,,,1-297,"Credit risk is one of the most important contemporary problems for banks and insurance companies. Indeed, for banks, more than forty percent of the equities are necessary to cover this risk. Though this problem is studied by large rating agencies with substantial economic, social and financial tools, building stochastic models is nevertheless necessary to complete this descriptive orientation. This book presents a complete presentation of such a category of models using homogeneous and non-homogeneous semi-Markov processes developed by the authors in several recent papers. This approach provides a good method of evaluating the default risk and the classical VaR indicators used for Solvency II and Basel III governance rules. This book is the first to present a complete semi-Markov treatment of credit risk while also insisting on the practical use of the models presented here, including numerical aspects, so that this book is not only useful for scientific research but also to managers working in this field for banks, insurance companies, pension funds and other financial institutions.",,8,0,,,,undefined,
22,2-s2.0-84994226706,10.1080/14697688.2016.1237036,,,Interacting default intensity with a hidden Markov process,ar,Article,Yu F.H.,60019544;60006541,Macquarie University;The University of Hong Kong,Sydney;Hong Kong,Australia;Hong Kong,4,"Yu, Feng Hui;Ching, Wai Ki;Gu, Jia Wen;Siu, Tak Kuen",57191854503;13310265500;55456869800;8655758200,60006541;60006541;60006541;60019544,2017-05-04,4 May 2017,Quantitative Finance,14697688,16062,14697696,Journal,17,5,,781-794,"In this paper we consider a reduced-form intensity-based credit risk model with a hidden Markov state process. A filtering method is proposed for extracting the underlying state given the observation processes. The method can be applied to a wide range of problems. Based on this model, we derive the joint distribution of multiple default times without imposing stringent assumptions on the form of default intensities. Closed-form formulas for the distribution of default times are obtained which are then applied to solve a number of practical problems such as hedging and pricing credit derivatives. The method and numerical algorithms presented can be applicable to various forms of default intensities.",Credit derivatives | Default risk | Hidden Markov model (HMM) | Reduced-form intensity model,2,0,repositoryam,Green,HKU,17301214,University of Hong Kong
23,2-s2.0-85021843142,10.7148/2017-0041,,,Lifetime probability of default modeling for hungarian corporate debt instruments,cp,Conference Paper,Kristóf T.,60001434,Budapesti Corvinus Egyetem,Budapest,Hungary,2,"Kristóf, Tamás;Virág, Miklós",55695028100;10044202400,60001434;60001434,2017-01-01,2017,"Proceedings - 31st European Conference on Modelling and Simulation, ECMS 2017",,21100821135,,Conference Proceeding,,,,41-46,"The paper attempts to provide forecast methodological framework and concrete models to estimate long run probability of default term structure for Hungarian corporate debt instruments, in line with IFRS 9 requirements. Long run probability of default and expected loss can be estimated by various methods and has fifty-five years of history in literature. After studying literature and empirical models, the Markov chain approach was selected to accomplish lifetime probability of default modeling for Hungarian corporate debt instruments. Empirical results reveal that both discrete and continuous homogeneous Markov chain models systematically overestimate the long term corporate probability of default. However, the continuous nonhomogeneous Markov chain gives both intuitively and empirically appropriate probability of default trajectories. The estimated term structure mathematically and professionally properly expresses the probability of default element of expected loss that can realistically occur in the long-run in Hungarian corporate lending. The elaborated models can be easily implemented at Hungarian corporate financial institutions.",Credit risk | Expected loss | IFRS 9 | Markov chain | Probability of default,3,0,,,,undefined,
24,2-s2.0-85020313208,10.1108/JRF-09-2016-0123,,,Markov regenerative credit rating model,ar,Article,Pasricha P.,60055696;60032730,Universidad Nacional de Colombia;Indian Institute of Technology Delhi,Bogota;New Delhi,Colombia;India,3,"Pasricha, Puneet;Selvamuthu, Dharmaraja;Arunachalam, Viswanathan",57194469462;6508306094;55971574500,60032730;60032730;60055696,2017-01-01,2017,Journal of Risk Finance,15265943,21100781411,09657967,Journal,18,3,,311-325,"Purpose: Credit ratings serve as an important input in several applications in risk management of the financial firms. The level of credit rating changes from time to time because of random credit risk and, thus, can be modeled by an appropriate stochastic process. Markov chain models have been widely used in the literature to generate credit migration matrices; however, emergent empirical evidences suggest that the Markov property is not appropriate for credit rating dynamics. The purpose of this article is to address the non-Markov behavior of the rating dynamics. Design/methodology/approach: This paper proposes a model based on Markov regenerative process (MRGP) with subordinated semi-Markov process (SMP) to obtain the estimates of rating migration probability matrices and default probabilities. Numerical example is given to illustrate the applicability of the proposed model with the help of historical Standard & Poor’s (S&P) credit rating data. Findings: The proposed model implies that rating of a firm in the future not only depends on its present rating, but also on its previous ratings. If a firm gets a rating lower than its previous ratings, there are higher chances of further downgrades, and the issue is called the rating momentum. The model also addresses the ageing problem of credit rating evolution. Originality/value: The contribution of this paper is a more general approach to study the rating dynamics and overcome the issues of inappropriateness of Markov process applied in rating dynamics.",Credit rating | Default distribution | Markov regenerative process | Semi-Markov process,10,0,,,,undefined,
25,2-s2.0-84958553575,10.1016/j.eswa.2016.01.015,S0957417416000257,,A novel corporate credit rating system based on Student's-t hidden Markov models,ar,Article,Petropoulos A.,60077474;60017404,Cyprus University of Technology;University of the Aegean,Limassol;Mytilene,Cyprus;Greece,3,"Petropoulos, Anastasios;Chatzis, Sotirios P.;Xanthopoulos, Stylianos",57125824100;14919099600;14619942100,60017404;60077474;60017404,2016-07-01,1 July 2016,Expert Systems with Applications,09574174,24201,,Journal,53,,,87-105,"Corporate credit rating systems have been an integral part of expert decision making of financial institutions for the last four decades. They are embedded into the pricing function determining the interest rate of a loan contact, and play crucial role in the credit approval process. However, the currently employed intelligent systems are based on assumptions that completely ignore two key characteristics of financial data, namely their heavy-tailed actual distributions, and their time-series nature. These unrealistic assumptions definitely undermine the performance of the resulting corporate credit rating systems used to inform expert decisions. To address these shortcomings, in this work we propose a novel corporate credit rating system based on Student's-t hidden Markov models (SHMMs), which are a well-established method for modeling heavy-tailed time-series data: Under our approach, we use a properly selected set of financial ratios to perform credit scoring, which we model via SHMMs. We evaluate our method using a dataset pertaining to Greek corporations and SMEs; this dataset includes five-year financial data, and delinquency behavioral information. We perform extensive comparisons of the credit risk assessments obtained from our method with other models commonly used by financial institutions. As we show, our proposed system yields significantly more reliable predictions, offering a valuable new intelligent system to bank experts, to assist their decision making.",Basel framework | Corporate credit rating | Expectation-maximization | Hidden Markov model | Statistical machine learning | Student's-t distribution,34,0,,,H2020,692058,Horizon 2020 Framework Programme
26,2-s2.0-84976448998,10.1017/apr.2016.8,,,"Continuous affine processes: Transformations, Markov chains and life insurance",ar,Article,Buchardt K.,60030840,Københavns Universitet,Copenhagen,Denmark,1,"Buchardt, Kristian",56009923100,60030840,2016-06-01,June 2016,Advances in Applied Probability,00018678,24568,,Journal,48,2,,423-442,"Affine processes possess the property that expectations of exponential affine transformations are given by a set of Riccati differential equations, which is the main feature of this popular class of processes. In this paper we generalise these results for expectations of more general transformations. This is of interest in, e.g. doubly stochastic Markov models, in particular in life insurance. When using affine processes for modelling the transition rates and interest rate, the results presented allow for easy calculation of transition probabilities and expected present values.",Credit risk | Doubly stochastic process | Multi-state life insurance models | Stochastic interest | Stochastic mortality,3,0,,,,undefined,
27,2-s2.0-84973530164,10.1590/0103-6513.160814,,,Using multi-state Markov models to identify credit card risk,ar,Article,Régis D.E.,60086760,"Insper, Sao Paulo",Sao Paulo,Brazil,2,"Régis, Daniel Evangelista;Artes, Rinaldo",57189634148;6601962033,60086760;60086760,2016-04-01,1 April 2016,Producao,01036513,7900153109,19805411,Journal,26,2,,330-344,"The main interest of this work is to analyze the application of multi-state Markov models to evaluate credit card risk by investigating the characteristics of different state transitions in client-institution relationships over time, thereby generating score models for various purposes. We also used logistic regression models to compare the results with those obtained using multi-state Markov models. The models were applied to an actual database of a Brazilian financial institution. In this application, multi-state Markov models performed better than logistic regression models in predicting default risk, and logistic regression models performed better in predicting cancellation risk.",Credit cards | Credit scoring | Markov processes | Multi-state Markov models | Survival analysis,5,1,repositoryam,Green,,undefined,
28,2-s2.0-84959326862,10.1057/jors.2015.35,,,Downward migration credit risk problem: A non-homogeneous backward semi-Markov reliability approach,ar,Article,D'Amico G.,60032350;60004638;60000145,Sapienza Università di Roma;University of G. d'Annunzio Chieti and Pescara;Université Libre de Bruxelles,Rome;Chieti;Brussels,Italy;Italy;Belgium,3,"D'Amico, Guglielmo;Janssen, Jacques;Manca, Raimondo",12752086900;7202776646;6602264274,60004638;60000145;60032350,2016-03-01,1 March 2016,Journal of the Operational Research Society,01605682,22236,14769360,Journal,67,3,,393-401,"International organizations evaluate credit risk and rank firms according to risk by assigning them a 'rating'. The time evolution of a rating can be studied by means of Markov models. Some papers have outlined the problem pertaining to the unsuitable fitting of Markov processes in a credit risk environment. This paper presents a model that overcomes the problems given by the Markov rating models. It includes non-homogeneity, the downward problem and the randomness of time in the transitions of states, thus making it possible to consider the duration inside a state in a complete way. In this paper, both, the transient and asymptotic analyses are presented. The asymptotic analysis is performed by using a mono-unireducible topological structure. Moreover, a real data application is conducted using the historical database of Standard & Poor's as the source.",Finance | reliability | risk | stochastic processes,15,0,,,,undefined,
29,2-s2.0-84984539114,10.1063/1.4936688,,,Influence of credit scoring on the dynamics of Markov chain,cp,Conference Paper,Galina T.,60103702;60019080,Ural Federal University;Ural State University of Railway Transport,Yekaterinburg;Yekaterinburg,Russian Federation;Russian Federation,1,"Galina, Timofeeva",7005112329,60019080-60103702,2015-11-30,30 November 2015,AIP Conference Proceedings,0094243X,26916,15517616,Conference Proceeding,1690,,020010,,"Markov processes are widely used to model the dynamics of a credit portfolio and forecast the portfolio risk and profitability. In the Markov chain model the loan portfolio is divided into several groups with different quality, which determined by presence of indebtedness and its terms. It is proposed that dynamics of portfolio shares is described by a multistage controlled system. The article outlines mathematical formalization of controls which reflect the actions of the bank's management in order to improve the loan portfolio quality. The most important control is the organization of approval procedure of loan applications. The credit scoring is studied as a control affecting to the dynamic system. Different formalizations of ""good"" and ""bad"" consumers are proposed in connection with the Markov chain model.",,2,0,,,,undefined,
30,2-s2.0-84941591715,10.1214/14-AAP1051,,,Explicit solution of an inverse first-passage time problem for lévy processes and counterparty credit risk,ar,Article,Davis M.H.A.,60015150,Imperial College London,London,United Kingdom,2,"Davis, M. H.A.;Pistorius, M. R.",56857806500;7005562223,60015150;60015150,2015-10-01,1 October 2015,Annals of Applied Probability,10505164,24710,,Journal,25,5,,2383-2415,"For a given Markov process X and survival function H on ℝ+, the inverse first-passage time problem (IFPT) is to find a barrier function b :ℝ+→ [-∞,+∞] such that the survival function of the first-passage time τb = inf{t ≥ 0 :X(t)<b(t)} is given by H. In this paper, we consider a version of the IFPT problem where the barrier is fixed at zero and the problem is to find an initial distribution μ and a time-change I such that for the time-changed process X I the IFPT problem is solved by a constant barrier at the level zero. For any Levy process X satisfying an exponential moment condition, we derive the solution of this problem in terms of λ-invariant distributions of the process X killed at the epoch of first entrance into the negative halfaxis. We provide an explicit characterization of such distributions, which is a result of independent interest. For a given multi-variate survival function H of generalized frailty type, we construct subsequently an explicit solution to the corresponding IFPT with the barrier level fixed at zero. We apply these results to the valuation of financial contracts that are subject to counterparty credit risk.",Counterparty risk | Credit risk | Inverse first-passage problem | Lévy process | Multi-variate first-passage times | Quasi-invariant distribution,3,1,repositoryam,Green,,undefined,
31,2-s2.0-84939999989,10.1016/j.eswa.2015.02.018,S0957417415001177,,Solving the mean-variance customer portfolio in Markov chains using iterated quadratic/Lagrange programming: A credit-card customer limits approach,ar,Article,Sánchez E.,60019176;60017323,Instituto Politécnico Nacional;Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,Mexico;Mexico,Mexico;Mexico,3,"Sánchez, Emma M.;Clempner, Julio B.;Poznyak, Alexander S.",56555838100;15022032600;35560868600,60017323;60019176;60017323,2015-07-15,15 July 2015,Expert Systems with Applications,09574174,24201,,Journal,42,12,,5315-5327,"In this paper we present a new mean-variance customer portfolio optimization algorithm for a class of ergodic finite controllable Markov chains. In order to have a realistic result we propose an iterated two-step method for solving the given portfolio constraint problem: (a) the first step is designed to optimize the nonlinear problem using a quadratic programming method for finding the long run fraction of the time that the system is in a given state (segment) and an action (promotion) is chosen and, (b) the second step is designed to find the optimal number of customers using a Lagrange programming approach. Both steps are based on the c-variable method to make the problem computationally tractable and obtain the optimal solution for the customer portfolio. The Tikhonov's regularization method is used to ensure the convergence of the objective-function to a single optimal portfolio solution. We prove that the proposed method converges by the Weierstrass theorem: the objective function of the mean-variance customer portfolio problem decreases, it is monotonically non-decreasing and bounded from above. In addition, for solving the customer portfolio problem we consider both, a constant risk-aversion restriction and budget limitations. The constraints imposed by the system produce mixed strategies. Effectiveness of the proposed method is successfully demonstrated theoretically and by a simulated experiment related with credit-card and customer-credit limits approach for a bank.",Credit-card portfolios | Credit-risk management | Customer-credit limits | Markov chains | Mean-variance portfolio | Optimization | Quadratic Lagrange programming,12,0,,,,undefined,
32,2-s2.0-85027949563,10.1016/j.ejor.2014.08.008,S0377221714006432,,Identifying future defaulters: A hierarchical Bayesian method,ar,Article,Liu F.,60019118;60013983,University of Science and Technology of China;City University of Hong Kong,Hefei;Hong Kong,China;Hong Kong,3,"Liu, Fan;Hua, Zhongsheng;Lim, Andrew",57195444747;7101891495;7202659054,60019118-60013983;60019118;60013983,2015-02-16,16 February 2015,European Journal of Operational Research,03772217,22489,,Journal,241,1,,202-211,"Traditional methods of applying classification models into the area of credit scoring may ignore the effect from censoring. Survival analysis has been introduced with its ability to deal with censored data. The mixture cure model, one important branch of survival models, is also applied in the context of credit scoring, assuming that the study population is a mixture of never-default and will-default customers. We extend the standard mixture cure model through: (1) relaxing the independence assumption of the probability and the time of default; (2) treating the missing defaulting labels as latent variables and applying an augmentation technique; and (3) introducing a discrete truncated exponential distribution to model the time of default. Our full model is written in a hierarchical form so that the Markov chain Monte Carlo method is applied to estimate corresponding parameters. Through an empirical analysis, we show that both mixture models, the standard mixture cure model and the hierarchical mixture cure model (HMCM), are more advanced in identifying future defaulters while compared with logistic regression. It is also concluded that our hierarchical Bayesian extension increases the model's predictability and provides meaningful output for risk management.",Bayesian analysis | Credit scoring | Mixture cure model | Risk management,14,0,,,NSFC,71090401/71090400,National Natural Science Foundation of China
33,2-s2.0-85027943238,10.1016/j.spa.2014.10.017,S0304414914002658,,The use of BSDEs to characterize the mean-variance hedging problem and the variance optimal martingale measure for defaultable claims,ar,Article,Goutte S.,60158043;60004885;119119745,PSB Paris School of Business;Universite Paris 8 Vincennes-St Denis;Banque des Etats de l'Afrique Centrale (BEAC),Paris;Saint-Denis;,France;France;France,2,"Goutte, Stéphane;Ngoupeyou, Armand",55536067100;55829733200,60004885-60158043;60004885-119119745,2015-01-01,April 2015,Stochastic Processes and their Applications,03044149,26929,,Journal,125,4,,1323-1351,"In this paper, we consider the problem of mean-variance hedging of a defaultable claim. We assume the underlying assets are jump processes driven by Brownian motion and default processes. Using the dynamic programming principle, we link the existence of the solution of the mean-variance hedging problem to the existence of solution of a system of coupled backward stochastic differential equations (BSDEs). First we prove the existence of a solution to this system of coupled BSDEs. Then we give the corresponding solution to the mean-variance hedging problem. Finally, we give some existence conditions and characterize the well known variance optimal martingale measure (VOMM) using the solution to the first quadratic BSDE with jumps that we derived from the previous stochastic control problem. We conclude with an explicit example of our credit risk model giving a numerical application in a two defaults case.",Backward stochastic differential equations | Default processes | Defaultable claim | Mean-variance | Variance optimal martingale measure,7,1,publisherfree2read,Bronze,,undefined,
34,2-s2.0-84942683540,10.1007/978-3-319-18167-7_31,,,Initial model selection for the baum-welch algorithm applied to credit scoring,cp,Conference Paper,Benyacoub B.,60019337,Mohammed V University in Rabat,Rabat,Morocco,5,"Benyacoub, Badreddine;Elmoudden, Ismail;ElBernoussi, Souad;Zoglat, Abdelhak;Ouzineb, Mohamed",55920439700;56580284900;54929910900;55920403600;23974817400,60019337;60019337;60019337;60019337;60019337,2015-01-01,2015,Advances in Intelligent Systems and Computing,21945357,5100152904,,Book Series,360,,,359-368,Credit scoring become an important task to evaluate an applicant by a banker. Many models and tools are available for making initial lending decisions. This paper presents an Hidden Markov Models (HMMs) for modeling credit scoring problems. Baum-Welch algorithm an iterative process for estimating HMM parameters are often used to developed such models and improve the pattern recognition for many problems. We introduce HMM/Baum-Welch initial model selection: a tool developed to test the impact of choosing initial model to train Baum- Welch process. Experiments results show that the performance of learned models depend on different way of generating the initial models used in credit scoring.,Baum-Welch | Classification | Credit scoring | Hidden markov model | Initial model,2,0,,,,undefined,
35,2-s2.0-84896463765,10.1016/j.laa.2014.02.050,S0024379514001293,,Semi-Markov migration process in a stochastic market in credit risk,ar,Article,Vassiliou P.,60015331,Aristotle University of Thessaloniki,Thessaloniki,Greece,1,"Vassiliou, P. C.G.",7006271977,60015331,2014-06-01,1 June 2014,Linear Algebra and Its Applications,00243795,24475,,Journal,450,,,13-43,"In the present the idea of stochastic Market environment comes into play to express the changes in general economy, which affects any industry in small or great amounts of turbulence. We model the evolution of the Market among its possible ν-states as an F-inhomogeneous semi-Markov process. This idea leads us to modeling the migration process of defaultable bonds as ν different F-inhomogeneous semi-Markov process. The survival probabilities of a defaultable bond in every credit grade are found. The asymptotic behaviour of the survival probabilities is established under certain conditions. Also, it is proved under what conditions the convergence is geometrically fast. The stochastic foundation of the general stochastic discrete-time Market is provided, by proving that the market is viable, if and only if, there exists an equivalent martingale measure, from which we construct the forward probability measure and under which the discounted default free bond price process for all possible states of the Market is a martingale. The term structure of credit spread and the change of real-world probability measure to forward probability measure are studied. In the form of a theorem it is proved that under certain conditions, changing the real probability measure to a forward probability measure, does not affect the inhomogeneous semi Markov process modeling the migration of defaultable bonds. That is, it is proved that it only changes the basic parameters and we provide a relation among the transition probabilities under the two measures. Finally, parameter estimation and calibration of the inhomogeneous semi-Markov chain in stochastic environment is being provided. © 2014 Published by Elsevier Inc.",Asymptotic behaviour and estimation | Migration process in credit risk | Semi-Markov process | Survival probabilities,6,1,publisherfree2read,Bronze,,undefined,
36,2-s2.0-84896469408,10.1080/03610926.2013.804563,,,Bivariate semi-markov process for counterparty credit risk,cp,Conference Paper,D'amico G.,60032350;60004638,Sapienza Università di Roma;University of G. d'Annunzio Chieti and Pescara,Rome;Chieti,Italy;Italy,3,"D'amico, Guglielmo;Manca, Raimondo;Salvi, Giovanni",12752086900;6602264274;57225460858,60004638;60032350;60032350,2014-04-03,3 April 2014,Communications in Statistics - Theory and Methods,03610926,28921,1532415X,Journal,43,7,,1503-1522,"We consider the problem of constructing an appropriate multivariate model to study counterparty credit risk in the credit rating migration problem. For this financial problem different multivariate Markov chain models were proposed. However, the Markovian assumption may be inappropriate for the study of the dynamics of credit ratings, which typically show non Markovian-like behavior. In this article, we develop a semi-Markov approach to study the counterparty credit risk by defining a new multivariate semi-Markov chain model. Methods are given for computing the transition probabilities, reliability functions and the price of a risky Credit Default Swap.© Taylor & Francis Group, LLC.",Algorithm | Counterparty credit risk | Multivariate semi-Markov chains,6,0,repositoryam,Green,,undefined,
37,2-s2.0-84897665885,10.1111/j.1467-9965.2012.00533.x,,,Pricing and semimartingale representations of vulnerable contingent claims in regime-switching markets,ar,Article,Capponi A.,60009254,Purdue University,West Lafayette,United States,3,"Capponi, Agostino;Figueroa-López, José E.;Nisen, Jeffrey",8346937300;24528387300;24281698600,60009254;60009254;60009254,2014-04-01,April 2014,Mathematical Finance,09601627,18173,14679965,Journal,24,2,,250-288,"Using a suitable change of probability measure, we obtain a Poisson series representation for the arbitrage-free price process of vulnerable contingent claims in a regime-switching market driven by an underlying continuous-time Markov process. As a result of this representation, along with a short-time asymptotic expansion of the claim's price process, we develop an efficient novel method for pricing claims whose payoffs may depend on the full path of the underlying Markov chain. The proposed approach is applied to price not only simple European claims such as defaultable bonds, but also a new type of path-dependent claims that we term self-decomposable, as well as the important class of vulnerable call and put options on a stock. We provide a detailed error analysis and illustrate the accuracy and computational complexity of our method on several market traded instruments, such as defaultable bond prices, barrier options, and vulnerable call options. Using again our Poisson series representation, we show differentiability in time of the predefault price function of European vulnerable claims, which enables us to rigorously deduce Feynman-Kač representations for the predefault pricing function and new semimartingale representations for the price process of the vulnerable claim under both risk-neutral and objective probability measures. © 2014 Wiley Periodicals, Inc.",Credit risk | Option pricing | Regime-switching models | Semimartingale representations | Vulnerable claims,10,0,repositoryam,Green,MPS,DMS-0906919,Directorate for Mathematical and Physical Sciences
38,2-s2.0-84897662056,10.1111/j.1467-9965.2012.00522.x,,,Dynamic portfolio optimization with a defaultable security and regime-switching,ar,Article,Capponi A.,60009254,Purdue University,West Lafayette,United States,2,"Capponi, Agostino;Figueroa-López, José E.",8346937300;24528387300,60009254;60009254,2014-04-01,April 2014,Mathematical Finance,09601627,18173,14679965,Journal,24,2,,207-249,"We consider a portfolio optimization problem in a defaultable market with finitely-many economical regimes, where the investor can dynamically allocate her wealth among a defaultable bond, a stock, and a money market account. The market coefficients are assumed to depend on the market regime in place, which is modeled by a finite state continuous time Markov process. By separating the utility maximization problem into a predefault and postdefault component, we deduce two coupled Hamilton-Jacobi-Bellman equations for the post- and predefault optimal value functions, and show a novel verification theorem for their solutions. We obtain explicit constructions of value functions and investment strategies for investors with logarithmic and Constant Relative Risk Aversion utilities, and provide a precise characterization of the directionality of the bond investment strategies in terms of corporate returns, forward rates, and expected recovery at default. We illustrate the dependence of the optimal strategies on time, losses given default, and risk aversion level of the investor through a detailed economic and numerical analysis. © 2014 Wiley Periodicals, Inc.",Credit risk | Dynamic portfolio optimization | Hamilton-Jacobi-Bellman equations | Regime-switching models | Utility maximization,50,0,repositoryam,Green,NSF,DMS-0906919,National Science Foundation
39,2-s2.0-84892710184,10.1080/03610926.2012.665555,,,A Markov chain copula model for credit default swaps with bilateral counterparty risk,ar,Article,Liang X.,60073673;60032744,Suzhou University of Science and Technology;Shanghai University of Finance and Economics,Suzhou;Shanghai,China;China,2,"Liang, Xue;Dong, Yinghui",55253929900;23969884300,60073673-60032744;60073673,2014-02-01,1 February 2014,Communications in Statistics - Theory and Methods,03610926,28921,1532415X,Journal,43,3,,498-514,"Reduced-form credit risk models are widely used in pricing and hedging credit derivatives. Generating default dependency is the key element in any such model. In this article, we use Markov copulae approach to model the dependence structure of defaults between the three obligors, one is the reference entity, another is the protection seller, the other is the protection buyer(the investor), so we can consider the bilateral counterparty risk of credit default swaps(CDS). In this Markov chain copula model, we obtain the explicit formulas of the CDS premium rates C 1(T) (with unilateral counterparty risk) and C 2(T) (with bilateral counterparty risk). And then we perform some numerical experiments to analyze the difference of the fair spreads between the unilateral case and the bilateral case. © 2014 Copyright Taylor and Francis Group, LLC.",Bilateral counterparty risk | Credit default swaps | Markov chain | Markov copulae approach | Unilateral counterparty risk,2,0,,,NSFC,XKQ201211,National Natural Science Foundation of China
40,2-s2.0-84961696169,10.15672/HJMS.201447455,,,Jump-diffusion CIR model and its applications in credit risk,ar,Article,Wu Y.,60108797;60010432,Tongling University;Soochow University,Tongling;Suzhou,China;China,1,"Wu, Yongfeng",8898682200,60010432-60108797,2014-01-01,2014,Hacettepe Journal of Mathematics and Statistics,,19400157155,2651477X,Journal,43,6,,1095-1106,"In this paper, the author discusses the distribution of the jump-diffusion CIR model (JCIR) and its applications in credit risk. Applying the piecewise deterministic Markov process theory and martingale theory, we first obtain the closed forms of the Laplace transforms for the distribution of the jump-diffusion CIR model and its integrated process. Based on the obtained Laplace transforms, we derive the pricing of the defaultable zero-coupon bond and the fair premium of a Credit Default Swap (CDS) in a reduced form model of credit risk. Some numerical calculations are also provided.",Credit default swap | Defaultable zero-coupon bond | Jump-diffusion CIR model | Laplace transform | Reduced form model of credit risk,5,1,repositoryam,Green,,undefined,
41,2-s2.0-84921333598,10.4028/www.scientific.net/AMM.687-691.4934,,,The application of risk data measures mode of bias statistics in the financial markets with computer analysis,cp,Conference Paper,Guo J.,109159216,Shaanxi Vocational and Technical College,Xi'an,China,2,"Guo, Jiapeng;Bai, Lian",56486353200;56486760200,109159216;109159216,2014-01-01,2014,Applied Mechanics and Materials,16609336,4700151914,16627482,Book Series,687-691,,,4934-4937,"The core problem of effective control and management of financial risk is how to measure the risk. It is very necessary to cable model statistics new, scientific and reasonable to predict and prevent the risks that may be encountered. This article is precisely launches the research under such a background to explore the model of Bayesian statistical analysis on financial market risk measurement. And the three main types of risks in China's financial market: credit risk and market risk, operational risk and the empirical analysis, China's financial market risk causes and puts forward the prevention countermeasures and suggestions of reducing the financial risks.",Bayesian statistics | Financial risks | Gibbs sampling | Markov Chain Monte Carlo | Sport,0,0,,,,undefined,
42,2-s2.0-84876981914,10.1016/j.fss.2013.02.016,S0165011413001036,,Fuzzy semi-Markov migration process in credit risk,ar,Article,Vassiliou P.,60015331,Aristotle University of Thessaloniki,Thessaloniki,Greece,1,"Vassiliou, P. C.G.",7006271977,60015331,2013-07-16,16 July 2013,Fuzzy Sets and Systems,01650114,26529,,Journal,223,,,39-58,"We explore the rating system used by credit agencies with a focus on problems that justify the use of fuzzy set theory. We prove that a fuzzy market is viable if and only if an equivalent martingale measure exists, from which we construct the forward probability measure and under which the discounted price of a default-free bond is a martingale. We model the evolution of credit migration of a defaultable bond as an inhomogeneous semi-Markov process with fuzzy states. We study the effects of changing the real probability measure to a forward probability measure. In addition, we investigate the asymptotic behaviour of the survival probability in each fuzzy state given in the absence of default. Finally, we discuss parameter estimation and calibration of the inhomogeneous Markov chain with fuzzy states. © 2013 Elsevier B.V.",Credit rating | Fuzzy markets | Inhomogeneous semi-Markov process with fuzzy states | Term structure in fuzzy markets,31,0,,,,undefined,
43,2-s2.0-84873719074,10.1016/j.laa.2012.11.035,S002437951200849X,,Asymptotic behaviour of the survival probabilities in an inhomogeneous semi-Markov model for the migration process in credit risk,ar,Article,Vassiliou P.,60015331,Aristotle University of Thessaloniki,Thessaloniki,Greece,2,"Vassiliou, P. C.G.;Vasileiou, Aglaia",7006271977;13103211600,60015331;60015331,2013-04-01,1 April 2013,Linear Algebra and Its Applications,00243795,24475,,Journal,438,7,,2880-2903,"We start with the stochastic foundation of the general discrete-time Market of defaultable bonds. We prove that the above market is viable, if and only if there exists an equivalent martingale measure, from which we construct the forward probability measure and under which the discounted default free bond price is a martingale. Assuming that the migration process of defaultable bonds evolves as an inhomogeneous semi-Markov process, we study the asymptotic behaviour of survival probabilities. We provide a method of estimating real-world transition probability sequences for the semi-Markov process, and statistics for testing their homogeneity over time. © 2012 Elsevier Inc. All rights reserved.",Asymptotic behaviour and estimation | Credit rating | Inhomogeneous Markov chain | Survival probabilities,14,1,publisherfree2read,Bronze,,undefined,
